"transaction_sk","transaction_ts","transaction_amount","transaction_channel_type_cd","transaction_channel_type_desc","transaction_dr_cr","transaction_ref_num","transaction_status_cd","transaction_status_desc","merchant_id","account_sk"
306852,"2014-09-14","1189.42","NA","NA","NA","NA","NA","NA","NA","2958"
306853,"2014-09-14","1433.71","NA","NA","NA","NA","NA","NA","NA","2958"
306854,"2014-09-14","1247.65","NA","NA","NA","NA","NA","NA","NA","2958"
306855,"2014-09-14","1500.67","NA","NA","NA","NA","NA","NA","NA","2958"
306856,"2014-09-15","1735.63","NA","NA","NA","NA","NA","NA","NA","2958"
306857,"2014-09-15","1405.36","NA","NA","NA","NA","NA","NA","NA","2958"
306858,"2014-09-15","1567.36","NA","NA","NA","NA","NA","NA","NA","2958"
306859,"2014-09-15","1310.35","NA","NA","NA","NA","NA","NA","NA","2958"
306860,"2014-09-16","1566.8","NA","NA","NA","NA","NA","NA","NA","2958"
306861,"2014-09-16","2487.27","NA","NA","NA","NA","NA","NA","NA","2958"
306862,"2014-09-16","2915.19","NA","NA","NA","NA","NA","NA","NA","2958"
306863,"2014-09-17","2368.72","NA","NA","NA","NA","NA","NA","NA","2958"
306864,"2014-09-17","2863.08","NA","NA","NA","NA","NA","NA","NA","2958"
306865,"2014-09-17","1253.75","NA","NA","NA","NA","NA","NA","NA","2958"
306866,"2014-09-17","1479.33","NA","NA","NA","NA","NA","NA","NA","2958"
306867,"2014-09-17","1937.03","NA","NA","NA","NA","NA","NA","NA","2958"
306868,"2014-09-18","2195.37","NA","NA","NA","NA","NA","NA","NA","2958"
306869,"2014-09-18","1329.51","NA","NA","NA","NA","NA","NA","NA","2958"
306870,"2014-09-18","1533.94","NA","NA","NA","NA","NA","NA","NA","2958"
306871,"2014-09-19","1049.03","NA","NA","NA","NA","NA","NA","NA","2958"
306872,"2014-09-19","1654.75","NA","NA","NA","NA","NA","NA","NA","2958"
306873,"2014-09-19","2619.41","NA","NA","NA","NA","NA","NA","NA","2958"
306874,"2014-09-20","1174.33","NA","NA","NA","NA","NA","NA","NA","2958"
306875,"2014-09-20","2497.96","NA","NA","NA","NA","NA","NA","NA","2958"
306876,"2014-09-20","2498.3","NA","NA","NA","NA","NA","NA","NA","2958"
306877,"2014-09-20","2118.06","NA","NA","NA","NA","NA","NA","NA","2958"
306878,"2014-09-20","1628.95","NA","NA","NA","NA","NA","NA","NA","2958"
306879,"2014-09-21","1026.55","NA","NA","NA","NA","NA","NA","NA","2958"
306880,"2014-09-21","1408.91","NA","NA","NA","NA","NA","NA","NA","2958"
306881,"2014-09-21","1125.94","NA","NA","NA","NA","NA","NA","NA","2958"
306882,"2014-09-21","1806.42","NA","NA","NA","NA","NA","NA","NA","2958"
306883,"2014-09-22","1664.41","NA","NA","NA","NA","NA","NA","NA","2958"
306884,"2014-09-22","2560.43","NA","NA","NA","NA","NA","NA","NA","2958"
306885,"2014-09-22","1004.58","NA","NA","NA","NA","NA","NA","NA","2958"
306886,"2014-09-22","1059.52","NA","NA","NA","NA","NA","NA","NA","2958"
306887,"2014-09-23","1101.88","NA","NA","NA","NA","NA","NA","NA","2958"
306888,"2014-09-23","1131.4","NA","NA","NA","NA","NA","NA","NA","2958"
306889,"2014-09-23","2804.28","NA","NA","NA","NA","NA","NA","NA","2958"
306890,"2014-09-23","-27.02","NA","NA","NA","NA","NA","NA","NA","2958"
306891,"2014-09-24","1924.35","NA","NA","NA","NA","NA","NA","NA","2958"
306892,"2014-09-24","1224.7","NA","NA","NA","NA","NA","NA","NA","2958"
306893,"2014-09-24","2681.34","NA","NA","NA","NA","NA","NA","NA","2958"
306894,"2014-09-24","2634.42","NA","NA","NA","NA","NA","NA","NA","2958"
306895,"2014-09-24","1089.88","NA","NA","NA","NA","NA","NA","NA","2958"
306896,"2014-09-25","1224.54","NA","NA","NA","NA","NA","NA","NA","2958"
306897,"2014-09-25","1185.82","NA","NA","NA","NA","NA","NA","NA","2958"
306898,"2014-09-25","2014.72","NA","NA","NA","NA","NA","NA","NA","2958"
306899,"2014-09-26","2429.37","NA","NA","NA","NA","NA","NA","NA","2958"
306900,"2014-09-26","1912.88","NA","NA","NA","NA","NA","NA","NA","2958"
306901,"2014-09-26","1354.68","NA","NA","NA","NA","NA","NA","NA","2958"
306902,"2014-09-26","2999.18","NA","NA","NA","NA","NA","NA","NA","2958"
306903,"2014-09-27","1869.21","NA","NA","NA","NA","NA","NA","NA","2958"
306904,"2014-09-28","1292.06","NA","NA","NA","NA","NA","NA","NA","2958"
306905,"2014-09-28","2158.13","NA","NA","NA","NA","NA","NA","NA","2958"
306906,"2014-09-29","1535.36","NA","NA","NA","NA","NA","NA","NA","2958"
306907,"2014-09-30","2635.33","NA","NA","NA","NA","NA","NA","NA","2958"
306908,"2014-09-30","2588.78","NA","NA","NA","NA","NA","NA","NA","2958"
306909,"2014-10-01","1793.31","NA","NA","NA","NA","NA","NA","NA","2958"
306910,"2014-10-01","2400.54","NA","NA","NA","NA","NA","NA","NA","2958"
306911,"2014-10-01","2405.24","NA","NA","NA","NA","NA","NA","NA","2958"
306912,"2014-10-01","1530.8","NA","NA","NA","NA","NA","NA","NA","2958"
306913,"2014-10-01","1605.26","NA","NA","NA","NA","NA","NA","NA","2958"
306914,"2014-10-02","2329.49","NA","NA","NA","NA","NA","NA","NA","2958"
306915,"2014-10-02","1507.62","NA","NA","NA","NA","NA","NA","NA","2958"
306916,"2014-10-02","1332.05","NA","NA","NA","NA","NA","NA","NA","2958"
306917,"2014-10-02","1505.14","NA","NA","NA","NA","NA","NA","NA","2958"
306918,"2014-10-03","1314.69","NA","NA","NA","NA","NA","NA","NA","2958"
306919,"2014-10-04","1270.06","NA","NA","NA","NA","NA","NA","NA","2958"
306920,"2014-10-04","1744.22","NA","NA","NA","NA","NA","NA","NA","2958"
306921,"2014-10-04","2162.75","NA","NA","NA","NA","NA","NA","NA","2958"
306922,"2014-10-04","1295.95","NA","NA","NA","NA","NA","NA","NA","2958"
306923,"2014-10-04","2488.48","NA","NA","NA","NA","NA","NA","NA","2958"
306924,"2014-10-05","1207.18","NA","NA","NA","NA","NA","NA","NA","2958"
306925,"2014-10-05","1201.28","NA","NA","NA","NA","NA","NA","NA","2958"
306926,"2014-10-06","2096.44","NA","NA","NA","NA","NA","NA","NA","2958"
306927,"2014-10-06","1822.33","NA","NA","NA","NA","NA","NA","NA","2958"
306928,"2014-10-06","2853.65","NA","NA","NA","NA","NA","NA","NA","2958"
306929,"2014-10-06","2954.76","NA","NA","NA","NA","NA","NA","NA","2958"
306930,"2014-10-06","1296.99","NA","NA","NA","NA","NA","NA","NA","2958"
306931,"2014-10-07","2077.59","NA","NA","NA","NA","NA","NA","NA","2958"
306932,"2014-10-07","1092.56","NA","NA","NA","NA","NA","NA","NA","2958"
306933,"2014-10-07","2335.59","NA","NA","NA","NA","NA","NA","NA","2958"
306934,"2014-10-07","1042.56","NA","NA","NA","NA","NA","NA","NA","2958"
306935,"2014-10-08","1501.44","NA","NA","NA","NA","NA","NA","NA","2958"
306936,"2014-10-08","1468.21","NA","NA","NA","NA","NA","NA","NA","2958"
306937,"2014-10-09","2667.44","NA","NA","NA","NA","NA","NA","NA","2958"
306938,"2014-10-10","1395.89","NA","NA","NA","NA","NA","NA","NA","2958"
306939,"2014-10-10","1147.59","NA","NA","NA","NA","NA","NA","NA","2958"
306940,"2014-10-10","1440.99","NA","NA","NA","NA","NA","NA","NA","2958"
306941,"2014-10-10","1179.62","NA","NA","NA","NA","NA","NA","NA","2958"
306942,"2014-10-11","1801.81","NA","NA","NA","NA","NA","NA","NA","2958"
306943,"2014-10-11","2761.45","NA","NA","NA","NA","NA","NA","NA","2958"
306944,"2014-10-11","2779.44","NA","NA","NA","NA","NA","NA","NA","2958"
306945,"2014-10-12","2930.73","NA","NA","NA","NA","NA","NA","NA","2958"
306946,"2014-10-12","1761.73","NA","NA","NA","NA","NA","NA","NA","2958"
306947,"2014-10-12","-13.6","NA","NA","NA","NA","NA","NA","NA","2958"
306948,"2014-10-12","1954.81","NA","NA","NA","NA","NA","NA","NA","2958"
306949,"2014-10-13","2247.69","NA","NA","NA","NA","NA","NA","NA","2958"
306950,"2014-10-13","2015.91","NA","NA","NA","NA","NA","NA","NA","2958"
306951,"2014-10-13","2535.93","NA","NA","NA","NA","NA","NA","NA","2958"
306952,"2014-10-13","2206.61","NA","NA","NA","NA","NA","NA","NA","2958"
306953,"2014-10-13","2716.44","NA","NA","NA","NA","NA","NA","NA","2958"
306954,"2014-10-14","1263.99","NA","NA","NA","NA","NA","NA","NA","2958"
306955,"2014-10-14","2098.89","NA","NA","NA","NA","NA","NA","NA","2958"
306956,"2014-10-14","1516.3","NA","NA","NA","NA","NA","NA","NA","2958"
306957,"2014-10-14","1780.86","NA","NA","NA","NA","NA","NA","NA","2958"
306958,"2014-10-14","1667.76","NA","NA","NA","NA","NA","NA","NA","2958"
306959,"2014-10-15","1265.2","NA","NA","NA","NA","NA","NA","NA","2958"
306960,"2014-10-15","1462.59","NA","NA","NA","NA","NA","NA","NA","2958"
306961,"2014-10-16","2973.56","NA","NA","NA","NA","NA","NA","NA","2958"
306962,"2014-10-16","1713.53","NA","NA","NA","NA","NA","NA","NA","2958"
306963,"2014-10-16","2643.14","NA","NA","NA","NA","NA","NA","NA","2958"
306964,"2014-10-16","2367.72","NA","NA","NA","NA","NA","NA","NA","2958"
306965,"2014-10-17","1376.75","NA","NA","NA","NA","NA","NA","NA","2958"
306966,"2014-10-17","1201.33","NA","NA","NA","NA","NA","NA","NA","2958"
306967,"2014-10-17","2508.6","NA","NA","NA","NA","NA","NA","NA","2958"
306968,"2014-10-18","2033.9","NA","NA","NA","NA","NA","NA","NA","2958"
306969,"2014-10-18","2323.1","NA","NA","NA","NA","NA","NA","NA","2958"
306970,"2014-10-18","2149.38","NA","NA","NA","NA","NA","NA","NA","2958"
306971,"2014-10-18","2975.74","NA","NA","NA","NA","NA","NA","NA","2958"
306972,"2014-10-19","2306.96","NA","NA","NA","NA","NA","NA","NA","2958"
306973,"2014-10-19","1266.46","NA","NA","NA","NA","NA","NA","NA","2958"
306974,"2014-10-19","1027.57","NA","NA","NA","NA","NA","NA","NA","2958"
306975,"2014-10-19","1663.86","NA","NA","NA","NA","NA","NA","NA","2958"
306976,"2014-10-19","1708.45","NA","NA","NA","NA","NA","NA","NA","2958"
306977,"2014-10-20","2739.68","NA","NA","NA","NA","NA","NA","NA","2958"
306978,"2014-10-20","1603.96","NA","NA","NA","NA","NA","NA","NA","2958"
306979,"2014-10-21","2781.02","NA","NA","NA","NA","NA","NA","NA","2958"
306980,"2014-10-21","2151.23","NA","NA","NA","NA","NA","NA","NA","2958"
306981,"2014-10-21","2521.62","NA","NA","NA","NA","NA","NA","NA","2958"
306982,"2014-10-21","1367.57","NA","NA","NA","NA","NA","NA","NA","2958"
306983,"2014-10-21","2766.92","NA","NA","NA","NA","NA","NA","NA","2958"
306984,"2014-10-22","2798.4","NA","NA","NA","NA","NA","NA","NA","2958"
306985,"2014-10-22","2254.6","NA","NA","NA","NA","NA","NA","NA","2958"
306986,"2014-10-23","2411.97","NA","NA","NA","NA","NA","NA","NA","2958"
306987,"2014-10-23","1095.16","NA","NA","NA","NA","NA","NA","NA","2958"
306988,"2014-10-23","2409.43","NA","NA","NA","NA","NA","NA","NA","2958"
306989,"2014-10-23","2819.0","NA","NA","NA","NA","NA","NA","NA","2958"
306990,"2014-10-23","1293.73","NA","NA","NA","NA","NA","NA","NA","2958"
306991,"2014-10-24","2183.41","NA","NA","NA","NA","NA","NA","NA","2958"
306992,"2014-10-24","2253.44","NA","NA","NA","NA","NA","NA","NA","2958"
306993,"2014-10-24","1508.32","NA","NA","NA","NA","NA","NA","NA","2958"
306994,"2014-10-24","2746.66","NA","NA","NA","NA","NA","NA","NA","2958"
306995,"2014-10-24","2203.96","NA","NA","NA","NA","NA","NA","NA","2958"
306996,"2014-10-25","2029.59","NA","NA","NA","NA","NA","NA","NA","2958"
306997,"2014-10-25","2403.63","NA","NA","NA","NA","NA","NA","NA","2958"
306998,"2014-10-26","2607.12","NA","NA","NA","NA","NA","NA","NA","2958"
306999,"2014-10-26","1176.54","NA","NA","NA","NA","NA","NA","NA","2958"
307000,"2014-10-27","2386.59","NA","NA","NA","NA","NA","NA","NA","2958"
307001,"2014-10-27","2859.44","NA","NA","NA","NA","NA","NA","NA","2958"
307002,"2014-10-27","2422.7","NA","NA","NA","NA","NA","NA","NA","2958"
307003,"2014-10-27","2782.98","NA","NA","NA","NA","NA","NA","NA","2958"
307004,"2014-10-27","2291.06","NA","NA","NA","NA","NA","NA","NA","2958"
307005,"2014-10-28","2858.85","NA","NA","NA","NA","NA","NA","NA","2958"
307006,"2014-10-28","1616.48","NA","NA","NA","NA","NA","NA","NA","2958"
307007,"2014-10-29","1736.51","NA","NA","NA","NA","NA","NA","NA","2958"
307008,"2014-10-29","2419.28","NA","NA","NA","NA","NA","NA","NA","2958"
307009,"2014-10-29","2965.08","NA","NA","NA","NA","NA","NA","NA","2958"
307010,"2014-10-29","1109.66","NA","NA","NA","NA","NA","NA","NA","2958"
307011,"2014-10-29","1721.31","NA","NA","NA","NA","NA","NA","NA","2958"
307012,"2014-10-30","2760.35","NA","NA","NA","NA","NA","NA","NA","2958"
307013,"2014-10-30","1124.84","NA","NA","NA","NA","NA","NA","NA","2958"
307014,"2014-09-01","-73.75","NA","NA","NA","NA","NA","NA","NA","2960"
307015,"2014-09-01","-5.54","NA","NA","NA","NA","NA","NA","NA","2960"
307016,"2014-09-01","-8.83","NA","NA","NA","NA","NA","NA","NA","2960"
307017,"2014-09-01","-7.82","NA","NA","NA","NA","NA","NA","NA","2960"
307018,"2014-09-02","-7.68","NA","NA","NA","NA","NA","NA","NA","2960"
307019,"2014-09-02","-7.31","NA","NA","NA","NA","NA","NA","NA","2960"
307020,"2014-09-02","-11.48","NA","NA","NA","NA","NA","NA","NA","2960"
307021,"2014-09-03","-10.3","NA","NA","NA","NA","NA","NA","NA","2960"
307022,"2014-09-03","-10.18","NA","NA","NA","NA","NA","NA","NA","2960"
307023,"2014-09-03","-6.8","NA","NA","NA","NA","NA","NA","NA","2960"
307024,"2014-09-03","-8.83","NA","NA","NA","NA","NA","NA","NA","2960"
307025,"2014-09-04","-13.29","NA","NA","NA","NA","NA","NA","NA","2960"
307026,"2014-09-04","-12.25","NA","NA","NA","NA","NA","NA","NA","2960"
307027,"2014-09-05","-11.08","NA","NA","NA","NA","NA","NA","NA","2960"
307028,"2014-09-06","-13.4","NA","NA","NA","NA","NA","NA","NA","2960"
307029,"2014-09-07","-14.78","NA","NA","NA","NA","NA","NA","NA","2960"
307030,"2014-09-07","-9.88","NA","NA","NA","NA","NA","NA","NA","2960"
307031,"2014-09-07","-3.18","NA","NA","NA","NA","NA","NA","NA","2960"
307032,"2014-09-07","-9.68","NA","NA","NA","NA","NA","NA","NA","2960"
307033,"2014-09-07","-5.89","NA","NA","NA","NA","NA","NA","NA","2960"
307034,"2014-09-08","-8.2","NA","NA","NA","NA","NA","NA","NA","2960"
307035,"2014-09-08","-9.57","NA","NA","NA","NA","NA","NA","NA","2960"
307036,"2014-09-08","-12.34","NA","NA","NA","NA","NA","NA","NA","2960"
307037,"2014-09-08","-7.43","NA","NA","NA","NA","NA","NA","NA","2960"
307038,"2014-09-09","-9.85","NA","NA","NA","NA","NA","NA","NA","2960"
307039,"2014-09-09","-10.98","NA","NA","NA","NA","NA","NA","NA","2960"
307040,"2014-09-09","-9.64","NA","NA","NA","NA","NA","NA","NA","2960"
307041,"2014-09-09","-15.98","NA","NA","NA","NA","NA","NA","NA","2960"
307042,"2014-09-10","-7.4","NA","NA","NA","NA","NA","NA","NA","2960"
307043,"2014-09-11","-5.7","NA","NA","NA","NA","NA","NA","NA","2960"
307044,"2014-09-12","-11.49","NA","NA","NA","NA","NA","NA","NA","2960"
307045,"2014-09-12","-12.15","NA","NA","NA","NA","NA","NA","NA","2960"
307046,"2014-09-13","-12.39","NA","NA","NA","NA","NA","NA","NA","2960"
307047,"2014-09-14","-11.78","NA","NA","NA","NA","NA","NA","NA","2960"
307048,"2014-09-14","-5.78","NA","NA","NA","NA","NA","NA","NA","2960"
307049,"2014-09-14","-9.19","NA","NA","NA","NA","NA","NA","NA","2960"
307050,"2014-09-14","-15.02","NA","NA","NA","NA","NA","NA","NA","2960"
307051,"2014-09-14","-11.86","NA","NA","NA","NA","NA","NA","NA","2960"
307052,"2014-09-15","-7.43","NA","NA","NA","NA","NA","NA","NA","2960"
307053,"2014-09-15","-10.32","NA","NA","NA","NA","NA","NA","NA","2960"
307054,"2014-09-16","-9.53","NA","NA","NA","NA","NA","NA","NA","2960"
307055,"2014-09-16","-10.04","NA","NA","NA","NA","NA","NA","NA","2960"
307056,"2014-09-17","-12.34","NA","NA","NA","NA","NA","NA","NA","2960"
307057,"2014-09-17","-7.77","NA","NA","NA","NA","NA","NA","NA","2960"
307058,"2014-09-17","-6.8","NA","NA","NA","NA","NA","NA","NA","2960"
307059,"2014-09-18","-10.05","NA","NA","NA","NA","NA","NA","NA","2960"
307060,"2014-09-19","-14.68","NA","NA","NA","NA","NA","NA","NA","2960"
307061,"2014-09-19","-62.28","NA","NA","NA","NA","NA","NA","NA","2960"
307062,"2014-09-20","-79.23","NA","NA","NA","NA","NA","NA","NA","2960"
307063,"2014-09-21","-12.7","NA","NA","NA","NA","NA","NA","NA","2960"
307064,"2014-09-21","-11.03","NA","NA","NA","NA","NA","NA","NA","2960"
307065,"2014-09-21","-11.14","NA","NA","NA","NA","NA","NA","NA","2960"
307066,"2014-09-22","-8.63","NA","NA","NA","NA","NA","NA","NA","2960"
307067,"2014-09-23","-12.6","NA","NA","NA","NA","NA","NA","NA","2960"
307068,"2014-09-24","-6.82","NA","NA","NA","NA","NA","NA","NA","2960"
307069,"2014-09-24","-7.23","NA","NA","NA","NA","NA","NA","NA","2960"
307070,"2014-09-24","9900","NA","NA","NA","NA","NA","NA","NA","2960"
307071,"2014-09-24","-10.23","NA","NA","NA","NA","NA","NA","NA","2960"
307072,"2014-09-25","9900","NA","NA","NA","NA","NA","NA","NA","2960"
307073,"2014-09-26","-7.49","NA","NA","NA","NA","NA","NA","NA","2960"
307074,"2014-09-26","-144.25","NA","NA","NA","NA","NA","NA","NA","2960"
307075,"2014-09-26","-6.14","NA","NA","NA","NA","NA","NA","NA","2960"
307076,"2014-09-27","-6.79","NA","NA","NA","NA","NA","NA","NA","2960"
307077,"2014-09-27","-8.75","NA","NA","NA","NA","NA","NA","NA","2960"
307078,"2014-09-27","-8.1","NA","NA","NA","NA","NA","NA","NA","2960"
307079,"2014-09-27","-3.65","NA","NA","NA","NA","NA","NA","NA","2960"
307080,"2014-09-27","-8.45","NA","NA","NA","NA","NA","NA","NA","2960"
307081,"2014-09-28","-10.19","NA","NA","NA","NA","NA","NA","NA","2960"
307082,"2014-09-28","-9.59","NA","NA","NA","NA","NA","NA","NA","2960"
307083,"2014-09-29","-13.64","NA","NA","NA","NA","NA","NA","NA","2960"
307084,"2014-09-29","-18.86","NA","NA","NA","NA","NA","NA","NA","2960"
307085,"2014-09-30","-12.52","NA","NA","NA","NA","NA","NA","NA","2960"
307086,"2014-10-01","-7.08","NA","NA","NA","NA","NA","NA","NA","2960"
307087,"2014-10-02","-7.81","NA","NA","NA","NA","NA","NA","NA","2960"
307088,"2014-10-02","-9.66","NA","NA","NA","NA","NA","NA","NA","2960"
307089,"2014-10-02","-6.16","NA","NA","NA","NA","NA","NA","NA","2960"
307090,"2014-10-03","-8.96","NA","NA","NA","NA","NA","NA","NA","2960"
307091,"2014-10-03","-9.36","NA","NA","NA","NA","NA","NA","NA","2960"
307092,"2014-10-03","-4.21","NA","NA","NA","NA","NA","NA","NA","2960"
307093,"2014-10-03","-5.1","NA","NA","NA","NA","NA","NA","NA","2960"
307094,"2014-10-03","-106.99","NA","NA","NA","NA","NA","NA","NA","2960"
307095,"2014-10-04","-11.11","NA","NA","NA","NA","NA","NA","NA","2960"
307096,"2014-10-05","3300","NA","NA","NA","NA","NA","NA","NA","2960"
307097,"2014-10-05","-10.99","NA","NA","NA","NA","NA","NA","NA","2960"
307098,"2014-10-05","-10.73","NA","NA","NA","NA","NA","NA","NA","2960"
307099,"2014-10-05","5500","NA","NA","NA","NA","NA","NA","NA","2960"
307100,"2014-10-06","-11.54","NA","NA","NA","NA","NA","NA","NA","2960"
307101,"2014-10-06","-12.38","NA","NA","NA","NA","NA","NA","NA","2960"
307102,"2014-10-06","-9.78","NA","NA","NA","NA","NA","NA","NA","2960"
307103,"2014-10-06","-10.79","NA","NA","NA","NA","NA","NA","NA","2960"
307104,"2014-10-06","-13.41","NA","NA","NA","NA","NA","NA","NA","2960"
307105,"2014-10-07","-6.18","NA","NA","NA","NA","NA","NA","NA","2960"
307106,"2014-10-07","-5.29","NA","NA","NA","NA","NA","NA","NA","2960"
307107,"2014-10-07","-14.58","NA","NA","NA","NA","NA","NA","NA","2960"
307108,"2014-10-07","4400","NA","NA","NA","NA","NA","NA","NA","2960"
307109,"2014-10-08","-7.88","NA","NA","NA","NA","NA","NA","NA","2960"
307110,"2014-10-09","-11.16","NA","NA","NA","NA","NA","NA","NA","2960"
307111,"2014-10-09","-10.53","NA","NA","NA","NA","NA","NA","NA","2960"
307112,"2014-10-09","-2.05","NA","NA","NA","NA","NA","NA","NA","2960"
307113,"2014-10-09","-8.76","NA","NA","NA","NA","NA","NA","NA","2960"
307114,"2014-10-10","-9.36","NA","NA","NA","NA","NA","NA","NA","2960"
307115,"2014-10-10","-9.14","NA","NA","NA","NA","NA","NA","NA","2960"
307116,"2014-10-10","-5.55","NA","NA","NA","NA","NA","NA","NA","2960"
307117,"2014-10-10","-13.63","NA","NA","NA","NA","NA","NA","NA","2960"
307118,"2014-10-11","-14.88","NA","NA","NA","NA","NA","NA","NA","2960"
307119,"2014-10-12","-13.52","NA","NA","NA","NA","NA","NA","NA","2960"
307120,"2014-10-12","-9.79","NA","NA","NA","NA","NA","NA","NA","2960"
307121,"2014-10-12","-9.8","NA","NA","NA","NA","NA","NA","NA","2960"
307122,"2014-10-12","-143.55","NA","NA","NA","NA","NA","NA","NA","2960"
307123,"2014-10-12","-11.98","NA","NA","NA","NA","NA","NA","NA","2960"
307124,"2014-10-13","-9.57","NA","NA","NA","NA","NA","NA","NA","2960"
307125,"2014-10-13","-11.42","NA","NA","NA","NA","NA","NA","NA","2960"
307126,"2014-10-14","-7.12","NA","NA","NA","NA","NA","NA","NA","2960"
307127,"2014-10-14","-4.88","NA","NA","NA","NA","NA","NA","NA","2960"
307128,"2014-10-15","-24.54","NA","NA","NA","NA","NA","NA","NA","2960"
307129,"2014-10-15","-13.25","NA","NA","NA","NA","NA","NA","NA","2960"
307130,"2014-10-15","-146.92","NA","NA","NA","NA","NA","NA","NA","2960"
307131,"2014-10-15","-6.2","NA","NA","NA","NA","NA","NA","NA","2960"
307132,"2014-10-15","-13.79","NA","NA","NA","NA","NA","NA","NA","2960"
307133,"2014-10-16","-8.99","NA","NA","NA","NA","NA","NA","NA","2960"
307134,"2014-10-17","-16.52","NA","NA","NA","NA","NA","NA","NA","2960"
307135,"2014-10-17","-9.65","NA","NA","NA","NA","NA","NA","NA","2960"
307136,"2014-10-17","-9.9","NA","NA","NA","NA","NA","NA","NA","2960"
307137,"2014-10-17","-13.91","NA","NA","NA","NA","NA","NA","NA","2960"
307138,"2014-10-18","-6.86","NA","NA","NA","NA","NA","NA","NA","2960"
307139,"2014-10-18","2200","NA","NA","NA","NA","NA","NA","NA","2960"
307140,"2014-10-18","-12.27","NA","NA","NA","NA","NA","NA","NA","2960"
307141,"2014-10-19","-12.42","NA","NA","NA","NA","NA","NA","NA","2960"
307142,"2014-10-19","-4.98","NA","NA","NA","NA","NA","NA","NA","2960"
307143,"2014-10-19","-15.48","NA","NA","NA","NA","NA","NA","NA","2960"
307144,"2014-10-19","-6.97","NA","NA","NA","NA","NA","NA","NA","2960"
307145,"2014-10-20","-5.51","NA","NA","NA","NA","NA","NA","NA","2960"
307146,"2014-10-20","-8.22","NA","NA","NA","NA","NA","NA","NA","2960"
307147,"2014-10-21","-138.18","NA","NA","NA","NA","NA","NA","NA","2960"
307148,"2014-10-21","-10.75","NA","NA","NA","NA","NA","NA","NA","2960"
307149,"2014-10-21","-12.78","NA","NA","NA","NA","NA","NA","NA","2960"
307150,"2014-10-22","-73.06","NA","NA","NA","NA","NA","NA","NA","2960"
307151,"2014-10-22","-7.47","NA","NA","NA","NA","NA","NA","NA","2960"
307152,"2014-10-22","-10.92","NA","NA","NA","NA","NA","NA","NA","2960"
307153,"2014-10-23","-10.77","NA","NA","NA","NA","NA","NA","NA","2960"
307154,"2014-10-23","-6.6","NA","NA","NA","NA","NA","NA","NA","2960"
307155,"2014-10-23","-2.07","NA","NA","NA","NA","NA","NA","NA","2960"
307156,"2014-10-23","-8.7","NA","NA","NA","NA","NA","NA","NA","2960"
307157,"2014-10-24","-176.07","NA","NA","NA","NA","NA","NA","NA","2960"
307158,"2014-10-25","-10.12","NA","NA","NA","NA","NA","NA","NA","2960"
307159,"2014-10-25","-7.02","NA","NA","NA","NA","NA","NA","NA","2960"
307160,"2014-10-25","-9.5","NA","NA","NA","NA","NA","NA","NA","2960"
307161,"2014-10-25","-5.1","NA","NA","NA","NA","NA","NA","NA","2960"
307162,"2014-10-26","-9.79","NA","NA","NA","NA","NA","NA","NA","2960"
307163,"2014-10-26","-16.17","NA","NA","NA","NA","NA","NA","NA","2960"
307164,"2014-10-27","-8.16","NA","NA","NA","NA","NA","NA","NA","2960"
307165,"2014-10-27","-12.5","NA","NA","NA","NA","NA","NA","NA","2960"
307166,"2014-10-27","-8.62","NA","NA","NA","NA","NA","NA","NA","2960"
307167,"2014-10-27","-8.11","NA","NA","NA","NA","NA","NA","NA","2960"
307168,"2014-10-27","-14.16","NA","NA","NA","NA","NA","NA","NA","2960"
307169,"2014-10-28","-9.39","NA","NA","NA","NA","NA","NA","NA","2960"
307170,"2014-10-28","-8.92","NA","NA","NA","NA","NA","NA","NA","2960"
307171,"2014-10-29","-11.9","NA","NA","NA","NA","NA","NA","NA","2960"
307172,"2014-10-29","-8.76","NA","NA","NA","NA","NA","NA","NA","2960"
307173,"2014-10-29","-175.78","NA","NA","NA","NA","NA","NA","NA","2960"
307174,"2014-10-30","-9.97","NA","NA","NA","NA","NA","NA","NA","2960"
307175,"2014-10-30","-12.87","NA","NA","NA","NA","NA","NA","NA","2960"
307176,"2014-10-30","-11.52","NA","NA","NA","NA","NA","NA","NA","2960"
